name,review_count,rating,price,distance,category_1,category_2,category_3,yelp_bike_station_coordinates,bikes
The Henry,57,4.0,3,282.18133126216543,American (New),Coffee & Tea,Coffee & Tea,"25.767497,-80.195732",6
B Bistro + Bakery,1047,4.5,2,470.13224059195926,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.767497,-80.195732",6
La Sandwicherie Brickell,740,4.0,2,240.24924310792363,Sandwiches,French,French,"25.767497,-80.195732",6
El Cielo by Juan Manuel Barrientos,240,4.0,4,450.5339783680168,Colombian,American (New),American (New),"25.767497,-80.195732",6
Toasted Bagelry & Deli,580,3.5,2,137.2595560251431,Bagels,Delis,Delis,"25.767497,-80.195732",6
Vale Food Co,34,4.5,2,334.3604450771857,American (New),Acai Bowls,Acai Bowls,"25.767497,-80.195732",6
Puroast Coffee,224,4.5,2,221.8175717055665,Coffee & Tea,,,"25.767497,-80.195732",6
Steak Brasil Churrascaria,430,4.0,2,699.2367304530898,Brazilian,Steakhouses,Steakhouses,"25.767497,-80.195732",6
Raw Jūce - Brickell,158,4.5,2,283.6511508044101,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.767497,-80.195732",6
Friend's Market and Bistro,353,3.5,2,403.9870296291216,Pizza,Burgers,Burgers,"25.767497,-80.195732",6
Rosetta Bakery,95,3.5,2,282.2753042530966,Bakeries,Coffee & Tea,Coffee & Tea,"25.767497,-80.195732",6
Atelier Monnier Brickell Cafe,308,4.0,2,507.63428611025904,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.767497,-80.195732",6
Sproutz - Brickell,71,4.0,2,371.0422728276287,Juice Bars & Smoothies,Burgers,Burgers,"25.767497,-80.195732",6
Roy de France,67,4.5,2,316.0226723907824,Candy Stores,Gelato,Gelato,"25.767497,-80.195732",6
YUZU Frozen Yogurt & Crêpes,148,3.5,1,263.0801954160153,Ice Cream & Frozen Yogurt,Creperies,Creperies,"25.767497,-80.195732",6
D'Oro Caffe & Market,105,4.5,2,1088.0129215264146,Italian,Desserts,Desserts,"25.767497,-80.195732",6
Poke 305,211,4.0,2,620.9324368341576,Hawaiian,Poke,Poke,"25.767497,-80.195732",6
Crema Gourmet Espresso Bar - Miami,103,4.5,2,1014.3969257020536,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.767497,-80.195732",6
Suite Habana Cafe,203,5.0,2,3830.2164470551993,Coffee & Tea,Bakeries,Bakeries,"25.767497,-80.195732",6
Atlantis Cafe,160,4.5,1,856.0461946301299,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.767497,-80.195732",6
Poke 305,211,4.0,2,51.92693535968293,Hawaiian,Poke,Poke,"25.76258,-80.193948",0
B Bistro + Bakery,1047,4.5,2,622.7303322331509,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.76258,-80.193948",0
La Sandwicherie Brickell,740,4.0,2,382.6898341383162,Sandwiches,French,French,"25.76258,-80.193948",0
Atelier Monnier Brickell Cafe,308,4.0,2,375.8587228136542,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.76258,-80.193948",0
Vale Food Co,34,4.5,2,303.71400215862576,American (New),Acai Bowls,Acai Bowls,"25.76258,-80.193948",0
True Baristas Coffee,94,4.5,2,175.4535099494169,Coffee & Tea,Food Trucks,Food Trucks,"25.76258,-80.193948",0
Sproutz - Brickell,71,4.0,2,204.51687444670063,Juice Bars & Smoothies,Burgers,Burgers,"25.76258,-80.193948",0
The Henry,57,4.0,3,462.5955853272584,American (New),Coffee & Tea,Coffee & Tea,"25.76258,-80.193948",0
Crema Gourmet Espresso Bar - Brickell,68,3.5,2,262.50404079882435,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.76258,-80.193948",0
El Cielo by Juan Manuel Barrientos,240,4.0,4,793.8863322637916,Colombian,American (New),American (New),"25.76258,-80.193948",0
Raw Jūce - Brickell,158,4.5,2,307.9995580098253,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.76258,-80.193948",0
Rosetta Bakery,95,3.5,2,362.6419904078566,Bakeries,Coffee & Tea,Coffee & Tea,"25.76258,-80.193948",0
Freddo,139,3.5,2,106.03794489272784,Desserts,Gelato,Gelato,"25.76258,-80.193948",0
La Estacion Cafe,131,3.5,1,251.15096731321825,Coffee & Tea,Colombian,Colombian,"25.76258,-80.193948",0
Suite Habana Cafe,203,5.0,2,4376.865385169199,Coffee & Tea,Bakeries,Bakeries,"25.76258,-80.193948",0
Greenlife Organic Bowls,148,4.0,2,439.01147109035287,Juice Bars & Smoothies,Cafes,Cafes,"25.76258,-80.193948",0
Toasted Bagelry & Deli,580,3.5,2,446.6102692350731,Bagels,Delis,Delis,"25.76258,-80.193948",0
Puroast Coffee,224,4.5,2,569.6882258087579,Coffee & Tea,,,"25.76258,-80.193948",0
Aficionado's Brickell,42,4.0,2,375.2318281509907,Tobacco Shops,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.76258,-80.193948",0
Stefano Versace Gelato Bistro Café,55,4.0,2,448.75678826413673,Gelato,Coffee & Tea,Coffee & Tea,"25.76258,-80.193948",0
B Bistro + Bakery,1047,4.5,2,182.2488903663547,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.76589,-80.191042",0
The Henry,57,4.0,3,220.59056375778223,American (New),Coffee & Tea,Coffee & Tea,"25.76589,-80.191042",0
Atelier Monnier Brickell Cafe,308,4.0,2,97.50126770343444,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.76589,-80.191042",0
El Cielo by Juan Manuel Barrientos,240,4.0,4,402.877764427137,Colombian,American (New),American (New),"25.76589,-80.191042",0
La Sandwicherie Brickell,740,4.0,2,294.51299414187696,Sandwiches,French,French,"25.76589,-80.191042",0
Vale Food Co,34,4.5,2,253.2621290211732,American (New),Acai Bowls,Acai Bowls,"25.76589,-80.191042",0
Friend's Market and Bistro,353,3.5,2,313.7460260518696,Pizza,Burgers,Burgers,"25.76589,-80.191042",0
Crema Gourmet Espresso Bar - Brickell,68,3.5,2,208.4637070440852,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.76589,-80.191042",0
Steak Brasil Churrascaria,430,4.0,2,778.2050459845362,Brazilian,Steakhouses,Steakhouses,"25.76589,-80.191042",0
Poke House Brickell,8,4.5,2,23.9768434244845,Poke,,,"25.76589,-80.191042",0
Rosetta Bakery,95,3.5,2,257.1537596898509,Bakeries,Coffee & Tea,Coffee & Tea,"25.76589,-80.191042",0
Roy de France,67,4.5,2,194.1730179956281,Candy Stores,Gelato,Gelato,"25.76589,-80.191042",0
Greenlife Organic Bowls,148,4.0,2,95.97049712624175,Juice Bars & Smoothies,Cafes,Cafes,"25.76589,-80.191042",0
Poke 305,211,4.0,2,475.76006080239387,Hawaiian,Poke,Poke,"25.76589,-80.191042",0
Raw Jūce - Brickell,158,4.5,2,324.25666480633515,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.76589,-80.191042",0
Toasted Bagelry & Deli,580,3.5,2,394.7557251636734,Bagels,Delis,Delis,"25.76589,-80.191042",0
Puroast Coffee,224,4.5,2,319.3162922398582,Coffee & Tea,,,"25.76589,-80.191042",0
Sproutz - Brickell,71,4.0,2,385.06659564592906,Juice Bars & Smoothies,Burgers,Burgers,"25.76589,-80.191042",0
D'Oro Caffe & Market,105,4.5,2,1012.2857249189922,Italian,Desserts,Desserts,"25.76589,-80.191042",0
The Plaza Market,39,3.5,2,128.9138249639106,Grocery,Sandwiches,Sandwiches,"25.76589,-80.191042",0
El Cielo by Juan Manuel Barrientos,240,4.0,4,240.63901708254167,Colombian,American (New),American (New),"25.771428,-80.190815",2
Steak Brasil Churrascaria,430,4.0,2,198.1232353992365,Brazilian,Steakhouses,Steakhouses,"25.771428,-80.190815",2
B Bistro + Bakery,1047,4.5,2,434.1196357868605,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.771428,-80.190815",2
Crema Gourmet Espresso Bar - Miami,103,4.5,2,373.8093366525054,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.771428,-80.190815",2
Chicken & The Egg,204,3.5,2,241.90793115861732,Breakfast & Brunch,Burgers,Burgers,"25.771428,-80.190815",2
Poke OG,87,4.5,2,240.84254313650104,Poke,Hawaiian,Hawaiian,"25.771428,-80.190815",2
D'Oro Caffe & Market,105,4.5,2,437.1183004139266,Italian,Desserts,Desserts,"25.771428,-80.190815",2
Jar + Fork Miami,324,4.5,2,344.03365466782054,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.771428,-80.190815",2
Eternity Coffee Roasters,250,4.5,2,191.39568746755043,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.771428,-80.190815",2
Friend's Market and Bistro,353,3.5,2,331.7310477741449,Pizza,Burgers,Burgers,"25.771428,-80.190815",2
El Sitio Coffee Bar,84,4.0,1,372.11102857388425,Coffee & Tea,Venezuelan,Venezuelan,"25.771428,-80.190815",2
D'Oro Pizza Bar,39,4.0,2,390.8440315267621,Pizza,Italian,Italian,"25.771428,-80.190815",2
The Henry,57,4.0,3,575.8135313813187,American (New),Coffee & Tea,Coffee & Tea,"25.771428,-80.190815",2
Atlantis Cafe,160,4.5,1,504.8992307830655,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.771428,-80.190815",2
Manna Life Food,189,4.5,2,403.5883106875964,Juice Bars & Smoothies,Vegan,Vegan,"25.771428,-80.190815",2
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,417.2831830427128,Bubble Tea,Poke,Poke,"25.771428,-80.190815",2
A Family,53,4.5,2,281.5516610204215,Bakeries,,,"25.771428,-80.190815",2
La Sandwicherie Brickell,740,4.0,2,679.573540259729,Sandwiches,French,French,"25.771428,-80.190815",2
Atelier Monnier Brickell Cafe,308,4.0,2,707.9747945765557,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.771428,-80.190815",2
Whole Foods Market,232,3.5,2,179.20681690822542,Grocery,Organic Stores,Organic Stores,"25.771428,-80.190815",2
El Cielo by Juan Manuel Barrientos,240,4.0,4,312.8088567678448,Colombian,American (New),American (New),"25.7717329,-80.1899646",3
Steak Brasil Churrascaria,430,4.0,2,240.55092586766992,Brazilian,Steakhouses,Steakhouses,"25.7717329,-80.1899646",3
B Bistro + Bakery,1047,4.5,2,479.634739371452,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7717329,-80.1899646",3
Crema Gourmet Espresso Bar - Miami,103,4.5,2,311.8860830735663,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7717329,-80.1899646",3
Chicken & The Egg,204,3.5,2,176.56792576809616,Breakfast & Brunch,Burgers,Burgers,"25.7717329,-80.1899646",3
Poke OG,87,4.5,2,210.95865002017177,Poke,Hawaiian,Hawaiian,"25.7717329,-80.1899646",3
D'Oro Caffe & Market,105,4.5,2,364.3166673595458,Italian,Desserts,Desserts,"25.7717329,-80.1899646",3
Jar + Fork Miami,324,4.5,2,280.7673194735616,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.7717329,-80.1899646",3
Eternity Coffee Roasters,250,4.5,2,140.9672451226365,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.7717329,-80.1899646",3
El Sitio Coffee Bar,84,4.0,1,333.1524370283508,Coffee & Tea,Venezuelan,Venezuelan,"25.7717329,-80.1899646",3
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,354.4010271156026,Bubble Tea,Poke,Poke,"25.7717329,-80.1899646",3
Manna Life Food,189,4.5,2,370.5365959305978,Juice Bars & Smoothies,Vegan,Vegan,"25.7717329,-80.1899646",3
Friend's Market and Bistro,353,3.5,2,397.5682003219642,Pizza,Burgers,Burgers,"25.7717329,-80.1899646",3
D'Oro Pizza Bar,39,4.0,2,321.80967973526145,Pizza,Italian,Italian,"25.7717329,-80.1899646",3
Atlantis Cafe,160,4.5,1,537.5170092355215,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7717329,-80.1899646",3
The Henry,57,4.0,3,643.6906305636112,American (New),Coffee & Tea,Coffee & Tea,"25.7717329,-80.1899646",3
La Sandwicherie Brickell,740,4.0,2,751.6331182633161,Sandwiches,French,French,"25.7717329,-80.1899646",3
Atelier Monnier Brickell Cafe,308,4.0,2,753.5970961333666,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7717329,-80.1899646",3
Whole Foods Market,232,3.5,2,87.78764217240278,Grocery,Organic Stores,Organic Stores,"25.7717329,-80.1899646",3
A Family,53,4.5,2,350.1050782165863,Bakeries,,,"25.7717329,-80.1899646",3
Steak Brasil Churrascaria,430,4.0,2,32.45197826084571,Brazilian,Steakhouses,Steakhouses,"25.7725576,-80.1921467",0
El Cielo by Juan Manuel Barrientos,240,4.0,4,347.3901036151707,Colombian,American (New),American (New),"25.7725576,-80.1921467",0
B Bistro + Bakery,1047,4.5,2,570.082979505945,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7725576,-80.1921467",0
Crema Gourmet Espresso Bar - Miami,103,4.5,2,364.80245224083694,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7725576,-80.1921467",0
Poke OG,87,4.5,2,201.5698268223553,Poke,Hawaiian,Hawaiian,"25.7725576,-80.1921467",0
Chicken & The Egg,204,3.5,2,273.37546430338523,Breakfast & Brunch,Burgers,Burgers,"25.7725576,-80.1921467",0
Jar + Fork Miami,324,4.5,2,343.749415627892,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.7725576,-80.1921467",0
Atlantis Cafe,160,4.5,1,325.1869003770335,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7725576,-80.1921467",0
El Sitio Coffee Bar,84,4.0,1,311.842676040392,Coffee & Tea,Venezuelan,Venezuelan,"25.7725576,-80.1921467",0
D'Oro Caffe & Market,105,4.5,2,448.0078970732678,Italian,Desserts,Desserts,"25.7725576,-80.1921467",0
Eternity Coffee Roasters,250,4.5,2,217.15453688882508,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.7725576,-80.1921467",0
Manna Life Food,189,4.5,2,325.7628107427701,Juice Bars & Smoothies,Vegan,Vegan,"25.7725576,-80.1921467",0
D'Oro Pizza Bar,39,4.0,2,397.2314816311735,Pizza,Italian,Italian,"25.7725576,-80.1921467",0
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,404.0090807275846,Bubble Tea,Poke,Poke,"25.7725576,-80.1921467",0
Friend's Market and Bistro,353,3.5,2,440.1246556685039,Pizza,Burgers,Burgers,"25.7725576,-80.1921467",0
Tostada Cafe,34,4.5,1,267.7249069261168,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7725576,-80.1921467",0
The Henry,57,4.0,3,661.7839850254974,American (New),Coffee & Tea,Coffee & Tea,"25.7725576,-80.1921467",0
La Sandwicherie Brickell,740,4.0,2,749.5928654413863,Sandwiches,French,French,"25.7725576,-80.1921467",0
Atelier Monnier Brickell Cafe,308,4.0,2,834.0251923831182,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7725576,-80.1921467",0
A Family,53,4.5,2,390.1508891642545,Bakeries,,,"25.7725576,-80.1921467",0
Crema Gourmet Espresso Bar - Miami,103,4.5,2,86.34106861111255,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.77369,-80.18896",4
Jar + Fork Miami,324,4.5,2,58.76587471074006,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.77369,-80.18896",4
D'Oro Caffe & Market,105,4.5,2,124.95233337150812,Italian,Desserts,Desserts,"25.77369,-80.18896",4
Steak Brasil Churrascaria,430,4.0,2,322.2984042749835,Brazilian,Steakhouses,Steakhouses,"25.77369,-80.18896",4
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,122.30361055484516,Bubble Tea,Poke,Poke,"25.77369,-80.18896",4
Chicken & The Egg,204,3.5,2,73.9097214255632,Breakfast & Brunch,Burgers,Burgers,"25.77369,-80.18896",4
El Sitio Coffee Bar,84,4.0,1,166.85384651461254,Coffee & Tea,Venezuelan,Venezuelan,"25.77369,-80.18896",4
Poke OG,87,4.5,2,152.65031464724206,Poke,Hawaiian,Hawaiian,"25.77369,-80.18896",4
D'Oro Pizza Bar,39,4.0,2,83.15082277305552,Pizza,Italian,Italian,"25.77369,-80.18896",4
Manna Life Food,189,4.5,2,209.46867979560423,Juice Bars & Smoothies,Vegan,Vegan,"25.77369,-80.18896",4
B Bistro + Bakery,1047,4.5,2,715.9548651894305,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.77369,-80.18896",4
Eternity Coffee Roasters,250,4.5,2,132.18107244896493,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.77369,-80.18896",4
El Cielo by Juan Manuel Barrientos,240,4.0,4,550.0774259574024,Colombian,American (New),American (New),"25.77369,-80.18896",4
Atlantis Cafe,160,4.5,1,516.5129168644542,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.77369,-80.18896",4
Epicurean Fine Wines,25,5.0,2,246.16078492520293,"Beer, Wine & Spirits",Grocery,Grocery,"25.77369,-80.18896",4
Carrot Express,55,3.5,2,216.0909648671696,Salad,Wraps,Wraps,"25.77369,-80.18896",4
The Henry,57,4.0,3,882.9921435475201,American (New),Coffee & Tea,Coffee & Tea,"25.77369,-80.18896",4
Soul Fresh Juice & Fruit Bar,41,4.0,2,271.85177261401134,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.77369,-80.18896",4
La Industria Bakery,461,3.0,2,510.34993959367534,Pancakes,Bakeries,Bakeries,"25.77369,-80.18896",4
Whole Foods Market,232,3.5,2,194.35011697998632,Grocery,Organic Stores,Organic Stores,"25.77369,-80.18896",4
Steak Brasil Churrascaria,430,4.0,2,60.228670469449696,Brazilian,Steakhouses,Steakhouses,"25.7733724,-80.1920071",0
Crema Gourmet Espresso Bar - Miami,103,4.5,2,308.43354873770465,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7733724,-80.1920071",0
El Cielo by Juan Manuel Barrientos,240,4.0,4,436.69194205554425,Colombian,American (New),American (New),"25.7733724,-80.1920071",0
Atlantis Cafe,160,4.5,1,263.6387489114733,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7733724,-80.1920071",0
Chicken & The Egg,204,3.5,2,247.8166481576933,Breakfast & Brunch,Burgers,Burgers,"25.7733724,-80.1920071",0
B Bistro + Bakery,1047,4.5,2,656.9727189373702,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7733724,-80.1920071",0
Poke OG,87,4.5,2,154.635857511831,Poke,Hawaiian,Hawaiian,"25.7733724,-80.1920071",0
El Sitio Coffee Bar,84,4.0,1,237.6397020201683,Coffee & Tea,Venezuelan,Venezuelan,"25.7733724,-80.1920071",0
Jar + Fork Miami,324,4.5,2,293.1767985607365,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.7733724,-80.1920071",0
D'Oro Caffe & Market,105,4.5,2,395.0552672834105,Italian,Desserts,Desserts,"25.7733724,-80.1920071",0
Manna Life Food,189,4.5,2,244.27695259914384,Juice Bars & Smoothies,Vegan,Vegan,"25.7733724,-80.1920071",0
Eternity Coffee Roasters,250,4.5,2,201.86694823404267,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.7733724,-80.1920071",0
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,343.12792960455334,Bubble Tea,Poke,Poke,"25.7733724,-80.1920071",0
D'Oro Pizza Bar,39,4.0,2,345.3665109817032,Pizza,Italian,Italian,"25.7733724,-80.1920071",0
The Henry,57,4.0,3,753.450832277265,American (New),Coffee & Tea,Coffee & Tea,"25.7733724,-80.1920071",0
Tostada Cafe,34,4.5,1,239.79164972280515,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7733724,-80.1920071",0
Carrot Express,55,3.5,2,243.27888725687225,Salad,Wraps,Wraps,"25.7733724,-80.1920071",0
Epicurean Fine Wines,25,5.0,2,314.09988961044786,"Beer, Wine & Spirits",Grocery,Grocery,"25.7733724,-80.1920071",0
La Sandwicherie Brickell,740,4.0,2,840.9036580873741,Sandwiches,French,French,"25.7733724,-80.1920071",0
Soul Fresh Juice & Fruit Bar,41,4.0,2,303.8598526279685,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.7733724,-80.1920071",0
Red Rooster Overtown,792,4.0,3,600.7543591103083,Cocktail Bars,American (New),American (New),"25.7870287,-80.1939982",3
Bistro Cafe,812,4.0,2,204.96998265744617,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7870287,-80.1939982",3
ALL DAY,490,4.0,2,279.89180313624445,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7870287,-80.1939982",3
Natura Eatery,64,4.5,2,431.1332563003853,Salad,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7870287,-80.1939982",3
Suite Habana Cafe,203,5.0,2,1659.5508653473396,Coffee & Tea,Bakeries,Bakeries,"25.7870287,-80.1939982",3
Vice City Bean,237,4.5,2,503.1030635447119,Coffee & Tea,,,"25.7870287,-80.1939982",3
Sagrado Cafe,294,4.0,3,609.7373440059129,Coffee & Tea,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.7870287,-80.1939982",3
Unique Designer's Cake,29,5.0,2,436.0938441100542,Bakeries,Desserts,Desserts,"25.7870287,-80.1939982",3
Lulu's Nitrogen Ice Cream,342,4.0,2,1074.8308650864806,Ice Cream & Frozen Yogurt,,,"25.7870287,-80.1939982",3
Nacho Bizness,135,4.5,1,7603.317465494869,Food Trucks,Tacos,Tacos,"25.7870287,-80.1939982",3
El Rincon del Coqui - Food Truck,39,4.5,1,1090.291880398425,Food Trucks,Puerto Rican,Puerto Rican,"25.7870287,-80.1939982",3
Dade County Food Group,25,4.5,2,1090.291880398425,Caterers,Organic Stores,Organic Stores,"25.7870287,-80.1939982",3
8 1/2 Caffe & Bottega,92,4.0,2,900.3458369696558,Coffee & Tea,Italian,Italian,"25.7870287,-80.1939982",3
Catered Fit,296,4.0,2,44826.513083387166,Food Delivery Services,,,"25.7870287,-80.1939982",3
Befit Nutrition,50,4.5,2,26194.057335558435,Food Delivery Services,,,"25.7870287,-80.1939982",3
Publix,176,3.0,2,786.5956164320253,Grocery,Pharmacy,Pharmacy,"25.7870287,-80.1939982",3
Munch Thyme,37,5.0,1,40833.53900966072,Food Delivery Services,,,"25.7870287,-80.1939982",3
Bricked Burgers,34,4.0,2,22144.30790620269,Burgers,Food Trucks,Food Trucks,"25.7870287,-80.1939982",3
Shape Lovers,38,4.0,2,13753.87944807328,Caterers,Food Delivery Services,Food Delivery Services,"25.7870287,-80.1939982",3
Rolly Ice Cream,38,3.5,2,1130.097207994482,Ice Cream & Frozen Yogurt,,,"25.7870287,-80.1939982",3
Bistro Cafe,812,4.0,2,57.11149111905468,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7883347,-80.1932528",7
Red Rooster Overtown,792,4.0,3,758.532835107744,Cocktail Bars,American (New),American (New),"25.7883347,-80.1932528",7
Natura Eatery,64,4.5,2,272.2076245754706,Salad,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7883347,-80.1932528",7
ALL DAY,490,4.0,2,428.4593830869196,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7883347,-80.1932528",7
Vice City Bean,237,4.5,2,367.6896327538039,Coffee & Tea,,,"25.7883347,-80.1932528",7
Suite Habana Cafe,203,5.0,2,1520.557163570391,Coffee & Tea,Bakeries,Bakeries,"25.7883347,-80.1932528",7
Sagrado Cafe,294,4.0,3,674.715706208395,Coffee & Tea,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.7883347,-80.1932528",7
Lulu's Nitrogen Ice Cream,342,4.0,2,911.6286999650014,Ice Cream & Frozen Yogurt,,,"25.7883347,-80.1932528",7
Nacho Bizness,135,4.5,1,7446.0096772202,Food Trucks,Tacos,Tacos,"25.7883347,-80.1932528",7
Unique Designer's Cake,29,5.0,2,597.4853796120522,Bakeries,Desserts,Desserts,"25.7883347,-80.1932528",7
8 1/2 Caffe & Bottega,92,4.0,2,761.6036438043857,Coffee & Tea,Italian,Italian,"25.7883347,-80.1932528",7
Publix,176,3.0,2,626.6231333303672,Grocery,Pharmacy,Pharmacy,"25.7883347,-80.1932528",7
Catered Fit,296,4.0,2,44682.88856912867,Food Delivery Services,,,"25.7883347,-80.1932528",7
