Name,Locality,Popularity,Price,Rating,Bike_Station_Coordinates,bikes,Place_Type
Estiatorio Milos by Costas Spiliadis,Miami Beach,0.973185815,3.0,9.0,"25.774795,-80.13842",7,Restaurant
The Local House,Miami Beach,0.986133926,2.0,8.7,"25.774795,-80.13842",7,Restaurant
Gelato-go South Beach,Miami Beach,0.976181274,1.0,8.7,"25.774795,-80.13842",7,Café
Call Me Gaby,Miami Beach,0.969127452,2.0,9.0,"25.774795,-80.13842",7,Restaurant
Fratelli La Bufala - Miami Beach,Miami Beach,0.969562277,2.0,8.2,"25.774795,-80.13842",7,Restaurant
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.774795,-80.13842",7,Restaurant
Joe's Stone Crab,Miami Beach,0.994782105,4.0,9.0,"25.774795,-80.13842",7,Restaurant
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.774795,-80.13842",7,Restaurant
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.776039,-80.139648",8,Restaurant
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.776039,-80.139648",8,Restaurant
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.776039,-80.139648",8,Restaurant
Estiatorio Milos by Costas Spiliadis,Miami Beach,0.973185815,3.0,9.0,"25.776039,-80.139648",8,Restaurant
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.776039,-80.139648",8,Restaurant
The Local House,Miami Beach,0.986133926,2.0,8.7,"25.776039,-80.139648",8,Restaurant
Gelato-go South Beach,Miami Beach,0.976181274,1.0,8.7,"25.776039,-80.139648",8,Café
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.776039,-80.139648",8,Bakery
Call Me Gaby,Miami Beach,0.969127452,2.0,9.0,"25.776039,-80.139648",8,Restaurant
Fratelli La Bufala - Miami Beach,Miami Beach,0.969562277,2.0,8.2,"25.776039,-80.139648",8,Restaurant
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.779273,-80.140007",12,Restaurant
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.779273,-80.140007",12,Restaurant
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.779273,-80.140007",12,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.779273,-80.140007",12,Bakery
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.779273,-80.140007",12,Restaurant
Gelato-go South Beach,Miami Beach,0.976181274,1.0,8.7,"25.779273,-80.140007",12,Café
The Local House,Miami Beach,0.986133926,2.0,8.7,"25.779273,-80.140007",12,Restaurant
Fratelli La Bufala - Miami Beach,Miami Beach,0.969562277,2.0,8.2,"25.779273,-80.140007",12,Restaurant
Mango's Tropical Cafe,Miami Beach,0.998212388,2.0,8.4,"25.779273,-80.140007",12,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.779413,-80.136161",14,Bakery
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.779413,-80.136161",14,Restaurant
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.779413,-80.136161",14,Restaurant
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.779413,-80.136161",14,Restaurant
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.779413,-80.136161",14,Restaurant
Havana Vieja,Miami Beach,0.977002609,2.0,8.0,"25.779413,-80.136161",14,Bar
Mango's Tropical Cafe,Miami Beach,0.998212388,2.0,8.4,"25.779413,-80.136161",14,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.779413,-80.136161",14,Restaurant
Gelato-go South Beach,Miami Beach,0.976181274,1.0,8.7,"25.779413,-80.136161",14,Café
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.778413,-80.137229",16,Restaurant
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.778413,-80.137229",16,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.778413,-80.137229",16,Bakery
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.778413,-80.137229",16,Restaurant
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.778413,-80.137229",16,Restaurant
Gelato-go South Beach,Miami Beach,0.976181274,1.0,8.7,"25.778413,-80.137229",16,Café
The Local House,Miami Beach,0.986133926,2.0,8.7,"25.778413,-80.137229",16,Restaurant
Fratelli La Bufala - Miami Beach,Miami Beach,0.969562277,2.0,8.2,"25.778413,-80.137229",16,Restaurant
Mango's Tropical Cafe,Miami Beach,0.998212388,2.0,8.4,"25.778413,-80.137229",16,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.77947,-80.133392",16,Bakery
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.77947,-80.133392",16,Restaurant
Mango's Tropical Cafe,Miami Beach,0.998212388,2.0,8.4,"25.77947,-80.133392",16,Restaurant
Havana Vieja,Miami Beach,0.977002609,2.0,8.0,"25.77947,-80.133392",16,Bar
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.77947,-80.133392",16,Restaurant
11th Street Diner,Miami Beach,0.986906948,2.0,8.1,"25.77947,-80.133392",16,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.77947,-80.133392",16,Restaurant
Shepherd Artisan Coffee,Miami Beach,0.986472123,1.0,7.8,"25.77947,-80.133392",16,Café
Gelato-go South Beach,Miami Beach,0.976181274,1.0,8.7,"25.77947,-80.133392",16,Café
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.781921,-80.133056",0,Bakery
11th Street Diner,Miami Beach,0.986906948,2.0,8.1,"25.781921,-80.133056",0,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.781921,-80.133056",0,Restaurant
Taquiza,Miami Beach,0.982751957,1.0,8.6,"25.781921,-80.133056",0,Bar
Havana Vieja,Miami Beach,0.977002609,2.0,8.0,"25.781921,-80.133056",0,Bar
Mango's Tropical Cafe,Miami Beach,0.998212388,2.0,8.4,"25.781921,-80.133056",0,Restaurant
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.781921,-80.133056",0,Restaurant
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.781921,-80.133056",0,Restaurant
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.780853,-80.142166",6,Restaurant
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.780853,-80.142166",6,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.780853,-80.142166",6,Bar
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.780853,-80.142166",6,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.780853,-80.142166",6,Restaurant
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.780853,-80.142166",6,Restaurant
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.780853,-80.142166",6,Café
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.780853,-80.142166",6,Bar
Barton G. The Restaurant Miami Beach,Miami Beach,0.969320707,4.0,7.9,"25.780853,-80.142166",6,Restaurant
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.782184,-80.137565",14,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.782184,-80.137565",14,Bakery
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.782184,-80.137565",14,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.782184,-80.137565",14,Restaurant
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.782184,-80.137565",14,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.782184,-80.137565",14,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.782184,-80.137565",14,Bar
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.782184,-80.137565",14,Restaurant
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.782022,-80.140846",13,Restaurant
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.782022,-80.140846",13,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.782022,-80.140846",13,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.782022,-80.140846",13,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.782022,-80.140846",13,Bar
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.782022,-80.140846",13,Bakery
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.782022,-80.140846",13,Restaurant
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.782022,-80.140846",13,Bar
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.782022,-80.140846",13,Café
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.782022,-80.140846",13,Bar
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.782745,-80.142005",5,Restaurant
Oliver's Bistro,Miami Beach,0.965358972,2.0,8.6,"25.782745,-80.142005",5,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.782745,-80.142005",5,Bar
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.782745,-80.142005",5,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.782745,-80.142005",5,Restaurant
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.782745,-80.142005",5,Café
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.782745,-80.142005",5,Restaurant
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.782745,-80.142005",5,Bar
Barton G. The Restaurant Miami Beach,Miami Beach,0.969320707,4.0,7.9,"25.782745,-80.142005",5,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.782745,-80.142005",5,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.783657,-80.136329",10,Restaurant
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.783657,-80.136329",10,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.783657,-80.136329",10,Bakery
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.783657,-80.136329",10,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.783657,-80.136329",10,Restaurant
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.783657,-80.136329",10,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.783657,-80.136329",10,Restaurant
A La Folie,Miami Beach,0.946758141,2.0,8.3,"25.783657,-80.136329",10,Café
Mila,Miami Beach,0.99811576,2.0,8.9,"25.783657,-80.136329",10,Bar
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.784238,-80.134101",8,Restaurant
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.784238,-80.134101",8,Restaurant
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.784238,-80.134101",8,Restaurant
A La Folie,Miami Beach,0.946758141,2.0,8.3,"25.784238,-80.134101",8,Café
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.784238,-80.134101",8,Bakery
Limoncello Miami,Miami Beach,0.979225046,2.0,7.9,"25.784238,-80.134101",8,Restaurant
11th Street Diner,Miami Beach,0.986906948,2.0,8.1,"25.784238,-80.134101",8,Restaurant
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.784238,-80.134101",8,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.784225,-80.132476",3,Restaurant
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.784225,-80.132476",3,Restaurant
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.784225,-80.132476",3,Restaurant
Limoncello Miami,Miami Beach,0.979225046,2.0,7.9,"25.784225,-80.132476",3,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.784225,-80.132476",3,Bakery
A La Folie,Miami Beach,0.946758141,2.0,8.3,"25.784225,-80.132476",3,Café
11th Street Diner,Miami Beach,0.986906948,2.0,8.1,"25.784225,-80.132476",3,Restaurant
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.784225,-80.132476",3,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.784078,-80.130798",5,Restaurant
Taquiza,Miami Beach,0.982751957,1.0,8.6,"25.784078,-80.130798",5,Bar
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.784078,-80.130798",5,Restaurant
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.784078,-80.130798",5,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.784078,-80.130798",5,Bakery
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.784078,-80.130798",5,Restaurant
Limoncello Miami,Miami Beach,0.979225046,2.0,7.9,"25.784078,-80.130798",5,Restaurant
11th Street Diner,Miami Beach,0.986906948,2.0,8.1,"25.784078,-80.130798",5,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.785306,-80.130966",0,Restaurant
Taquiza,Miami Beach,0.982751957,1.0,8.6,"25.785306,-80.130966",0,Bar
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.785306,-80.130966",0,Restaurant
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.785306,-80.130966",0,Restaurant
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.785306,-80.130966",0,Restaurant
Starbucks,South Beach,0.992849551,1.0,8.2,"25.785306,-80.130966",0,Café
Playa Cafe,Miami Beach,0.960672529,2.0,8.3,"25.785306,-80.130966",0,Restaurant
A La Folie,Miami Beach,0.946758141,2.0,8.3,"25.785306,-80.130966",0,Café
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.786483,-80.138603",19,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.786483,-80.138603",19,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.786483,-80.138603",19,Bar
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.786483,-80.138603",19,Bar
Mila,Miami Beach,0.99811576,2.0,8.9,"25.786483,-80.138603",19,Bar
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.786483,-80.138603",19,Bar
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.786483,-80.138603",19,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.786483,-80.138603",19,Restaurant
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.786483,-80.138603",19,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.785114,-80.142562",11,Bar
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.785114,-80.142562",11,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.785114,-80.142562",11,Restaurant
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.785114,-80.142562",11,Café
Barton G. The Restaurant Miami Beach,Miami Beach,0.969320707,4.0,7.9,"25.785114,-80.142562",11,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.785114,-80.142562",11,Restaurant
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.785114,-80.142562",11,Bar
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.785114,-80.142562",11,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.785114,-80.142562",11,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.785114,-80.142562",11,Bar
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.7851581,-80.1432309",5,Bar
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.7851581,-80.1432309",5,Café
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.7851581,-80.1432309",5,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.7851581,-80.1432309",5,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.7851581,-80.1432309",5,Restaurant
Barton G. The Restaurant Miami Beach,Miami Beach,0.969320707,4.0,7.9,"25.7851581,-80.1432309",5,Restaurant
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.7851581,-80.1432309",5,Bar
Macchialina Taverna Rustica,Miami Beach,0.983573292,2.0,9.2,"25.7851581,-80.1432309",5,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.7851581,-80.1432309",5,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.7851581,-80.1432309",5,Bar
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.787059,-80.143547",17,Café
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.787059,-80.143547",17,Bar
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.787059,-80.143547",17,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.787059,-80.143547",17,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.787059,-80.143547",17,Restaurant
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.787059,-80.143547",17,Bar
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.787059,-80.143547",17,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.787059,-80.143547",17,Bar
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.787059,-80.143547",17,Restaurant
Barton G. The Restaurant Miami Beach,Miami Beach,0.969320707,4.0,7.9,"25.787059,-80.143547",17,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.788892,-80.143356",6,Bar
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.788892,-80.143356",6,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.788892,-80.143356",6,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.788892,-80.143356",6,Restaurant
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.788892,-80.143356",6,Café
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.788892,-80.143356",6,Restaurant
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.788892,-80.143356",6,Bar
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.788892,-80.143356",6,Bar
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.788892,-80.143356",6,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.787298,-80.140754",14,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.787298,-80.140754",14,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.787298,-80.140754",14,Bar
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.787298,-80.140754",14,Bar
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.787298,-80.140754",14,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.787298,-80.140754",14,Bar
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.787298,-80.140754",14,Restaurant
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.787298,-80.140754",14,Restaurant
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.787298,-80.140754",14,Café
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.787494,-80.135314",12,Restaurant
Mila,Miami Beach,0.99811576,2.0,8.9,"25.787494,-80.135314",12,Bar
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.787494,-80.135314",12,Restaurant
A La Folie,Miami Beach,0.946758141,2.0,8.3,"25.787494,-80.135314",12,Café
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.787494,-80.135314",12,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.787494,-80.135314",12,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.787494,-80.135314",12,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.787494,-80.135314",12,Bar
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.787603,-80.132049",9,Restaurant
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.787603,-80.132049",9,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.787603,-80.132049",9,Restaurant
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.787603,-80.132049",9,Restaurant
Caffe Di Mauro,Miami Beach,0.965262344,1.0,8.0,"25.787603,-80.132049",9,Café
A La Folie,Miami Beach,0.946758141,2.0,8.3,"25.787603,-80.132049",9,Café
Joe The Juice Miami,Miami Beach,0.980722775,1.0,8.6,"25.787603,-80.132049",9,Café
El Chalan on the Beach,Miami Beach,0.97613296,2.0,8.3,"25.787603,-80.132049",9,Restaurant
Havana 1957 Cuban Cuisine Espanola Way,Miami Beach,0.984153058,2.0,8.0,"25.787603,-80.132049",9,Restaurant
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.787584,-80.130134",0,Restaurant
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.787584,-80.130134",0,Restaurant
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.787584,-80.130134",0,Restaurant
Joe The Juice Miami,Miami Beach,0.980722775,1.0,8.6,"25.787584,-80.130134",0,Café
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.787584,-80.130134",0,Restaurant
Playa Cafe,Miami Beach,0.960672529,2.0,8.3,"25.787584,-80.130134",0,Restaurant
Starbucks,South Beach,0.992849551,1.0,8.2,"25.787584,-80.130134",0,Café
Kill Your Idol,Miami Beach,0.94448739,1.0,8.2,"25.787584,-80.130134",0,Bar
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.788726,-80.134193",2,Restaurant
Mila,Miami Beach,0.99811576,2.0,8.9,"25.788726,-80.134193",2,Bar
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.788726,-80.134193",2,Restaurant
A La Folie,Miami Beach,0.946758141,2.0,8.3,"25.788726,-80.134193",2,Café
La Sandwicherie,Miami Beach,0.988163108,1.0,9.1,"25.788726,-80.134193",2,Restaurant
Starbucks,Miami Beach,0.996086578,1.0,8.2,"25.788726,-80.134193",2,Café
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.788726,-80.134193",2,Restaurant
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.788726,-80.134193",2,Bakery
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.790662,-80.131034",1,Bakery
Full Bloom Cafe,Miami Beach,0.969707218,2.0,8.6,"25.790662,-80.131034",1,Restaurant
Joe The Juice Miami,Miami Beach,0.980722775,1.0,8.6,"25.790662,-80.131034",1,Café
Dolce Italian Miami,Miami Beach,0.973524012,3.0,8.5,"25.790662,-80.131034",1,Restaurant
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.790662,-80.131034",1,Restaurant
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.790662,-80.131034",1,Restaurant
Casa Tua Restaurant,Miami Beach,0.965552227,3.0,8.2,"25.790662,-80.131034",1,Restaurant
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.792726,-80.132148",3,Bakery
Full Bloom Cafe,Miami Beach,0.969707218,2.0,8.6,"25.792726,-80.132148",3,Restaurant
Dolce Italian Miami,Miami Beach,0.973524012,3.0,8.5,"25.792726,-80.132148",3,Restaurant
Casa Tua Restaurant,Miami Beach,0.965552227,3.0,8.2,"25.792726,-80.132148",3,Restaurant
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.792726,-80.132148",3,Bar
Mila,Miami Beach,0.99811576,2.0,8.9,"25.792726,-80.132148",3,Bar
Joe The Juice Miami,Miami Beach,0.980722775,1.0,8.6,"25.792726,-80.132148",3,Café
Starbucks,Miami Beach,0.996086578,1.0,8.2,"25.792726,-80.132148",3,Café
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.790084,-80.133186",3,Restaurant
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.790084,-80.133186",3,Bakery
Mila,Miami Beach,0.99811576,2.0,8.9,"25.790084,-80.133186",3,Bar
Paul Bakery Cafe,Miami Beach,0.982800271,2.0,8.0,"25.790084,-80.133186",3,Bakery
Starbucks,Miami Beach,0.996086578,1.0,8.2,"25.790084,-80.133186",3,Café
Full Bloom Cafe,Miami Beach,0.969707218,2.0,8.6,"25.790084,-80.133186",3,Restaurant
Joe The Juice Miami,Miami Beach,0.980722775,1.0,8.6,"25.790084,-80.133186",3,Café
Mila,Miami Beach,0.99811576,2.0,8.9,"25.790149,-80.134376",5,Bar
Starbucks,Miami Beach,0.996086578,1.0,8.2,"25.790149,-80.134376",5,Café
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.790149,-80.134376",5,Restaurant
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.790149,-80.134376",5,Bakery
Paul Bakery Cafe,Miami Beach,0.982800271,2.0,8.0,"25.790149,-80.134376",5,Bakery
Hosteria Romana,Miami Beach,0.969997101,3.0,8.6,"25.790149,-80.134376",5,Restaurant
Joe The Juice Miami,Miami Beach,0.980722775,1.0,8.6,"25.790149,-80.134376",5,Café
Mila,Miami Beach,0.99811576,2.0,8.9,"25.789955,-80.135398",4,Bar
Starbucks,Miami Beach,0.996086578,1.0,8.2,"25.789955,-80.135398",4,Café
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.789955,-80.135398",4,Restaurant
Pane & Vino,Miami Beach,0.96835443,2.0,9.1,"25.789955,-80.135398",4,Restaurant
Havana 1957,Miami Beach,0.97550488,2.0,8.1,"25.789955,-80.135398",4,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.789955,-80.135398",4,Bar
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.789955,-80.135398",4,Restaurant
Mila,Miami Beach,0.99811576,2.0,8.9,"25.791498,-80.136695",2,Bar
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.791498,-80.136695",2,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.791498,-80.136695",2,Restaurant
Havana 1957,Miami Beach,0.97550488,2.0,8.1,"25.791498,-80.136695",2,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.791498,-80.136695",2,Bar
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.791498,-80.136695",2,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.791498,-80.136695",2,Restaurant
Starbucks,Miami Beach,0.996086578,1.0,8.2,"25.791498,-80.136695",2,Café
Mila,Miami Beach,0.99811576,2.0,8.9,"25.791154,-80.137748",3,Bar
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.791154,-80.137748",3,Restaurant
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.791154,-80.137748",3,Restaurant
